Quarters,AvgAdoptionRate,StdAdoptionRate,Label
1,0.062,0.0016329931618554536,"Informative-all, Gradual, Not-Implemented"
2,0.06266666666666666,0.0009428090415820641,"Informative-all, Gradual, Not-Implemented"
3,0.06466666666666666,0.0018856180831641283,"Informative-all, Gradual, Not-Implemented"
4,0.066,0.0032659863237109073,"Informative-all, Gradual, Not-Implemented"
5,0.06866666666666667,0.004714045207910314,"Informative-all, Gradual, Not-Implemented"
6,0.06999999999999999,0.005887840577551896,"Informative-all, Gradual, Not-Implemented"
7,0.06999999999999999,0.005887840577551896,"Informative-all, Gradual, Not-Implemented"
8,0.06999999999999999,0.005887840577551896,"Informative-all, Gradual, Not-Implemented"
9,0.07066666666666667,0.004988876515698587,"Informative-all, Gradual, Not-Implemented"
10,0.07133333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
11,0.07133333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
12,0.07133333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
13,0.07266666666666667,0.006182412330330469,"Informative-all, Gradual, Not-Implemented"
14,0.07266666666666667,0.006182412330330469,"Informative-all, Gradual, Not-Implemented"
15,0.07266666666666667,0.006182412330330469,"Informative-all, Gradual, Not-Implemented"
16,0.07333333333333333,0.005249338582674539,"Informative-all, Gradual, Not-Implemented"
17,0.074,0.004320493798938571,"Informative-all, Gradual, Not-Implemented"
18,0.074,0.004320493798938571,"Informative-all, Gradual, Not-Implemented"
19,0.074,0.004320493798938571,"Informative-all, Gradual, Not-Implemented"
20,0.07466666666666667,0.0033993463423951866,"Informative-all, Gradual, Not-Implemented"
21,0.07533333333333334,0.0041096093353126485,"Informative-all, Gradual, Not-Implemented"
22,0.076,0.0032659863237109073,"Informative-all, Gradual, Not-Implemented"
23,0.076,0.0032659863237109073,"Informative-all, Gradual, Not-Implemented"
24,0.076,0.0032659863237109073,"Informative-all, Gradual, Not-Implemented"
25,0.07666666666666666,0.0041096093353126546,"Informative-all, Gradual, Not-Implemented"
26,0.07733333333333332,0.004988876515698593,"Informative-all, Gradual, Not-Implemented"
27,0.078,0.005887840577551896,"Informative-all, Gradual, Not-Implemented"
28,0.078,0.005887840577551896,"Informative-all, Gradual, Not-Implemented"
29,0.07866666666666666,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
30,0.07933333333333333,0.007717224601860151,"Informative-all, Gradual, Not-Implemented"
31,0.08,0.007118052168020874,"Informative-all, Gradual, Not-Implemented"
32,0.08,0.007118052168020874,"Informative-all, Gradual, Not-Implemented"
33,0.08066666666666666,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
34,0.08066666666666666,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
35,0.08066666666666666,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
36,0.08133333333333333,0.007717224601860151,"Informative-all, Gradual, Not-Implemented"
37,0.08266666666666667,0.008379870059984357,"Informative-all, Gradual, Not-Implemented"
38,0.08266666666666667,0.008379870059984357,"Informative-all, Gradual, Not-Implemented"
39,0.08266666666666667,0.008379870059984357,"Informative-all, Gradual, Not-Implemented"
40,0.08266666666666667,0.008379870059984357,"Informative-all, Gradual, Not-Implemented"
41,0.08266666666666667,0.008379870059984357,"Informative-all, Gradual, Not-Implemented"
42,0.08266666666666667,0.008379870059984357,"Informative-all, Gradual, Not-Implemented"
43,0.08266666666666667,0.008379870059984357,"Informative-all, Gradual, Not-Implemented"
44,0.08333333333333333,0.007717224601860151,"Informative-all, Gradual, Not-Implemented"
45,0.08333333333333333,0.007717224601860151,"Informative-all, Gradual, Not-Implemented"
46,0.08333333333333333,0.007717224601860151,"Informative-all, Gradual, Not-Implemented"
47,0.08333333333333333,0.007717224601860151,"Informative-all, Gradual, Not-Implemented"
48,0.08333333333333333,0.007717224601860151,"Informative-all, Gradual, Not-Implemented"
49,0.08333333333333333,0.007717224601860151,"Informative-all, Gradual, Not-Implemented"
50,0.084,0.007118052168020874,"Informative-all, Gradual, Not-Implemented"
51,0.084,0.007118052168020874,"Informative-all, Gradual, Not-Implemented"
52,0.084,0.007118052168020874,"Informative-all, Gradual, Not-Implemented"
53,0.084,0.007118052168020874,"Informative-all, Gradual, Not-Implemented"
54,0.084,0.007118052168020874,"Informative-all, Gradual, Not-Implemented"
55,0.084,0.007118052168020874,"Informative-all, Gradual, Not-Implemented"
56,0.084,0.007118052168020874,"Informative-all, Gradual, Not-Implemented"
57,0.08466666666666667,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
58,0.08466666666666667,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
59,0.08466666666666667,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
60,0.08466666666666667,0.006798692684790379,"Informative-all, Gradual, Not-Implemented"
61,0.08533333333333333,0.006599663291074444,"Informative-all, Gradual, Not-Implemented"
62,0.08533333333333333,0.006599663291074444,"Informative-all, Gradual, Not-Implemented"
63,0.08533333333333333,0.006599663291074444,"Informative-all, Gradual, Not-Implemented"
64,0.08533333333333333,0.006599663291074444,"Informative-all, Gradual, Not-Implemented"
65,0.08533333333333333,0.006599663291074444,"Informative-all, Gradual, Not-Implemented"
66,0.08533333333333333,0.006599663291074444,"Informative-all, Gradual, Not-Implemented"
67,0.08533333333333333,0.006599663291074444,"Informative-all, Gradual, Not-Implemented"
68,0.08533333333333333,0.006599663291074444,"Informative-all, Gradual, Not-Implemented"
69,0.08600000000000001,0.006531972647421809,"Informative-all, Gradual, Not-Implemented"
70,0.08600000000000001,0.006531972647421809,"Informative-all, Gradual, Not-Implemented"
71,0.08600000000000001,0.006531972647421809,"Informative-all, Gradual, Not-Implemented"
72,0.08600000000000001,0.006531972647421809,"Informative-all, Gradual, Not-Implemented"
73,0.08600000000000001,0.006531972647421809,"Informative-all, Gradual, Not-Implemented"
74,0.08600000000000001,0.006531972647421809,"Informative-all, Gradual, Not-Implemented"
75,0.08600000000000001,0.006531972647421809,"Informative-all, Gradual, Not-Implemented"
76,0.08600000000000001,0.006531972647421809,"Informative-all, Gradual, Not-Implemented"
77,0.08600000000000001,0.006531972647421809,"Informative-all, Gradual, Not-Implemented"
78,0.08666666666666667,0.007363574011458175,"Informative-all, Gradual, Not-Implemented"
79,0.08666666666666667,0.007363574011458175,"Informative-all, Gradual, Not-Implemented"
80,0.08666666666666667,0.007363574011458175,"Informative-all, Gradual, Not-Implemented"
81,0.08666666666666667,0.007363574011458175,"Informative-all, Gradual, Not-Implemented"
82,0.08666666666666667,0.007363574011458175,"Informative-all, Gradual, Not-Implemented"
83,0.08733333333333333,0.007363574011458175,"Informative-all, Gradual, Not-Implemented"
84,0.08733333333333333,0.007363574011458175,"Informative-all, Gradual, Not-Implemented"
85,0.08800000000000001,0.007483314773547883,"Informative-all, Gradual, Not-Implemented"
86,0.08800000000000001,0.007483314773547883,"Informative-all, Gradual, Not-Implemented"
87,0.08800000000000001,0.007483314773547883,"Informative-all, Gradual, Not-Implemented"
88,0.08800000000000001,0.007483314773547883,"Informative-all, Gradual, Not-Implemented"
89,0.08800000000000001,0.007483314773547883,"Informative-all, Gradual, Not-Implemented"
90,0.08800000000000001,0.007483314773547883,"Informative-all, Gradual, Not-Implemented"
91,0.08800000000000001,0.007483314773547883,"Informative-all, Gradual, Not-Implemented"
92,0.08800000000000001,0.007483314773547883,"Informative-all, Gradual, Not-Implemented"
93,0.08800000000000001,0.007483314773547883,"Informative-all, Gradual, Not-Implemented"
94,0.08800000000000001,0.007483314773547883,"Informative-all, Gradual, Not-Implemented"
